gene,cluster,rank
TRAV12-2,6,59
TRBV11-2,6,60
IGLV3-10,6,61
TRBV6-6,6,62
TRAV3,6,63
TRAV8-1,6,64
TRAV38-1,6,65
TRAV30,6,66
TRAV29DV5,6,67
TRBV18,6,68
CLIC3,6,69
TRBV3-1,6,70
ZNF683,6,71
TRAV41,6,72
TRBV21-1,6,73
TSC22D1,6,74
TRDV1,6,75
TRBV10-3,6,76
PTGDS,6,77
SPON2,6,78
CCL4,6,79
TRBV9,6,80
XCL2,6,81
ITM2C,6,82
CDKN1C,6,83
MTRNR2L12,6,84
TXNDC5,6,85
STMN1,6,86
TRBV2,6,87
TRBV5-5,6,88
TRAV38-2DV8,6,89
IGHA2,6,90
LMNA,6,91
GZMB,6,92
TRBV7-3,6,93
IRF7,6,94
TRBV7-9,6,95
IGKV2-24,6,96
FCGR3A,6,97
TRBV5-6,6,98
IGLV1-44,6,99
IGHV4-31,6,100
TRBV7-2,6,101
IGKV1-8,6,102
IGHV4-4,6,103
TRBV12-4,6,104
TRBV5-4,6,105
LST1,6,106
CLU,6,107
TPM2,6,108
IGHV4-28,6,109
GP1BA,6,110
IGHV2-5,6,111
IGHV3-15,6,112
IGHA1,6,113
CCL3,6,114
MYL9,6,115
SPARC,6,116
FTL,6,117
PPBP,6,118
PSAP,6,119
MZB1,6,120
APOBEC3A,6,121
MPIG6B,6,122
TRBV12-3,6,123
TRAV20,6,124
C1QA,6,125
FOXP3,6,126
CAVIN2,6,127
CKB,6,128
TMEM40,6,129
IGLV4-69,6,130
IGLC3,6,131
CD74,6,132
DERL3,6,133
FCER1A,6,134
CD79A,6,135
IGHV3-53,6,136
TNFRSF17,6,137
FCER1G,6,138
IGLV3-19,6,139
IGHV7-4-1,6,140
CCDC50,6,141
IGLV3-1,6,142
TREML1,6,143
IGLC2,6,144
MS4A1,6,145
GNG11,6,146
IGKV1D-13,6,147
IGKV3-15,6,148
HBB,6,149
PLD4,6,150
IGKV3-11,6,151
IGHV1-18,6,152
IGHV3-74,6,153
TRBV19,6,154
TUBB1,6,155
PF4,6,156
IGLV2-5,6,157
IGHV1-3,6,158
IGHM,6,159
IGHV3-23,6,160
G0S2,6,161
F13A1,6,162
IGHV4-34,6,163
GP9,6,164
CD9,6,165
IGHV1-2,6,166
IL1B,6,167
HLA-DPA1,6,168
HLA-DPB1,6,169
CMTM5,6,170
ITGA2B,6,171
CXCL8,6,172
HMOX1,6,173
IGKC,6,174
IGLV1-47,6,175
TRBV7-6,6,176
IGLV1-41,6,177
MAFB,6,178
IGLV2-14,6,179
HLA-DQB1,6,180
IRF8,6,181
S100A9,6,182
MS4A7,6,183
IGHV1-69D,6,184
IGHV1-46,6,185
TCL1B,6,186
CLDN5,6,187
IGLV1-40,6,188
JCHAIN,6,189
SERPINA1,6,190
HLA-DRB5,6,191
HLA-DRB1,6,192
IGKV2-29,6,193
PRSS57,6,194
IGKV4-1,6,195
IGHV3-7,6,196
IGLV7-46,6,197
LYZ,6,198
SMIM25,6,199
IGKV3-20,6,200
CST3,6,201
IGHV3-11,6,202
HLA-DQA2,6,203
HLA-DQA1,6,204
S100A8,6,205
IGHD,6,206
CXCL3,6,207
CLEC10A,6,208
HLA-DRA,6,209
IGHV3-33,6,210
IGLV1-51,6,211
FCN1,6,212
IGLV2-23,6,213
LYPD2,6,214
IGKV1-5,6,215
IGHV3-13,6,216
IGKV1-9,6,217
IGLV2-8,6,218
IGHV4-59,6,219
IGKV1-16,6,220
TCL1A,6,221
S100A12,6,222
IGHV3-66,6,223
PTCRA,6,224
AC233755.1,6,225
IGHV3-21,6,226
EREG,6,227
CXCL2,6,228
CD1C,6,229
IGHV1-69,6,230
IGHV3-48,6,231
IGHV3-30,6,232
CLEC4C,6,233
IGHV5-51,6,234
AC233755.2,6,235
IGKV2D-28,6,236
IGLV3-25,6,237
C1QB,6,238
LILRA4,6,239
SERPINF1,6,240
IGKV2-30,6,241
IGLV3-21,6,242
SCT,6,243
IGHV4-39,6,244
IGLV2-11,6,245
IGKV1D-39,6,246
LRRC26,6,247
VMO1,6,248
IGHV4-61,6,249
IGHV3-20,6,250
C1QB,7,1
LYPD2,7,2
C1QA,7,3
VMO1,7,4
FCGR3A,7,5
SMIM25,7,6
CKB,7,7
CXCL3,7,8
SERPINA1,7,9
MS4A7,7,10
CDKN1C,7,11
MAFB,7,12
HMOX1,7,13
CXCL2,7,14
EREG,7,15
G0S2,7,16
FCN1,7,17
APOBEC3A,7,18
CXCL8,7,19
LST1,7,20
CST3,7,21
PLD4,7,22
CLEC10A,7,23
FCER1G,7,24
IGKV1-8,7,25
IGKV1-9,7,26
HLA-DPA1,7,27
HLA-DQA2,7,28
HLA-DRA,7,29
IGHV1-69D,7,30
HLA-DQA1,7,31
TCL1B,7,32
IGHV3-53,7,33
IL1B,7,34
IGHV1-46,7,35
LRRC26,7,36
HLA-DRB5,7,37
PSAP,7,38
IGHV3-48,7,39
HLA-DRB1,7,40
HBB,7,41
IGHV3-66,7,42
IGHV3-20,7,43
CD1C,7,44
SCT,7,45
IGKV2D-28,7,46
PTCRA,7,47
IGKV1D-39,7,48
HLA-DPB1,7,49
GP9,7,50
TREML1,7,51
TRBV7-3,7,52
HLA-DQB1,7,53
AC233755.2,7,54
ITGA2B,7,55
PRSS57,7,56
CMTM5,7,57
FTL,7,58
IGKV2-30,7,59
XCL2,7,60
IGHV3-11,7,61
IGKV1D-13,7,62
LYZ,7,63
PF4,7,64
SERPINF1,7,65
CLDN5,7,66
CCL3,7,67
IGKV3-11,7,68
IGKV4-1,7,69
LILRA4,7,70
IGKV3-20,7,71
FCER1A,7,72
TRBV10-3,7,73
IGHV3-74,7,74
S100A9,7,75
TRDC,7,76
CD74,7,77
IGHV3-13,7,78
XCL1,7,79
MPIG6B,7,80
MS4A1,7,81
IRF8,7,82
IGHV4-61,7,83
F13A1,7,84
TRBV6-1,7,85
IGLV3-21,7,86
CD9,7,87
S100A12,7,88
CCL4,7,89
JCHAIN,7,90
CLU,7,91
GZMB,7,92
LMNA,7,93
IGHV1-69,7,94
CLIC3,7,95
SPARC,7,96
TCL1A,7,97
IGHV3-7,7,98
TPM2,7,99
PPBP,7,100
NKG7,7,101
IGHV4-59,7,102
PTGDS,7,103
TRBV25-1,7,104
TNF,7,105
TUBB1,7,106
GNG11,7,107
IGLV1-40,7,108
IGHM,7,109
IRF7,7,110
IGHV3-21,7,111
IGLV2-23,7,112
TRBV24-1,7,113
CAVIN2,7,114
S100A8,7,115
TRBV28,7,116
CLEC4C,7,117
CCDC50,7,118
MYL9,7,119
IGKC,7,120
IGLV2-8,7,121
TMEM40,7,122
TRBV7-2,7,123
IGLV2-11,7,124
TRBV2,7,125
IGHV1-18,7,126
MTRNR2L12,7,127
TSC22D1,7,128
GNLY,7,129
TRDV1,7,130
CD79A,7,131
KLRD1,7,132
IGHV3-23,7,133
IGLV7-46,7,134
TRBV6-2,7,135
MZB1,7,136
TRDV2,7,137
TRAV3,7,138
IGKV1-5,7,139
KLRC1,7,140
IGHV1-3,7,141
TRAV27,7,142
TNFRSF17,7,143
IGLV1-47,7,144
IGHV2-5,7,145
IGHA1,7,146
ITM2C,7,147
KLRB1,7,148
IGHV4-39,7,149
TRDV3,7,150
IGLV1-44,7,151
CST7,7,152
GZMH,7,153
IGLC3,7,154
FGFBP2,7,155
TRBV29-1,7,156
IGHD,7,157
TRBV5-1,7,158
IGLC2,7,159
CTSW,7,160
GP1BA,7,161
TRBV14,7,162
GZMA,7,163
DERL3,7,164
PRF1,7,165
IGLV2-14,7,166
AC233755.1,7,167
TRAV29DV5,7,168
IGLV1-51,7,169
TRAV30,7,170
S100B,7,171
CCL5,7,172
SPON2,7,173
TRBV13,7,174
TRBV6-4,7,175
IGHA2,7,176
IGLV4-69,7,177
TRBV5-4,7,178
IFNG,7,179
GZMK,7,180
IGKV2-24,7,181
IGLV3-1,7,182
TXNDC5,7,183
IGHV5-51,7,184
IGKV3-15,7,185
CCL20,7,186
IGKV1-16,7,187
TRBV21-1,7,188
TRBV6-6,7,189
TRAV10,7,190
IGHV1-2,7,191
TRAV26-2,7,192
ZNF683,7,193
TRBV4-1,7,194
IGHV4-34,7,195
STMN1,7,196
IGHV4-4,7,197
IGHV3-33,7,198
TRAV20,7,199
TRBV4-2,7,200
TRBV12-3,7,201
IGHV7-4-1,7,202
TRAV38-1,7,203
TRAV16,7,204
TRAV9-2,7,205
TRAV8-1,7,206
TRBV9,7,207
IGLV2-5,7,208
IGHV3-30,7,209
TRBV5-5,7,210
TRAV13-1,7,211
TRAV12-1,7,212
TRAV12-2,7,213
TRBV18,7,214
TRBV20-1,7,215
TRAV38-2DV8,7,216
IGLV3-19,7,217
TRAV41,7,218
TRAV8-4,7,219
TRAV39,7,220
IGLV3-10,7,221
IGHV4-31,7,222
TRBV6-5,7,223
TRAV23DV6,7,224
TRBV7-9,7,225
CD8A,7,226
TRBV19,7,227
TRBV5-6,7,228
TRAV12-3,7,229
FOXP3,7,230
IGLV1-41,7,231
TRBV7-6,7,232
IGHV4-28,7,233
TRAV21,7,234
TRBV15,7,235
TRGV10,7,236
TRAV5,7,237
IGHV3-15,7,238
IGKV2-29,7,239
TRBV23-1,7,240
TRBV27,7,241
IGLV3-25,7,242
TRBV12-4,7,243
TRAV19,7,244
LINC02446,7,245
TRBV3-1,7,246
CD8B,7,247
TRBV30,7,248
TRAV14DV4,7,249
TRBV11-2,7,250
TRBV7-6,8,1
TRBV30,8,2
TRAV39,8,3
TRBV7-9,8,4
TRBV7-2,8,5
TRAV21,8,6
TRAV16,8,7
TRBV27,8,8
TRAV9-2,8,9
TRAV12-3,8,10
TRBV11-2,8,11
TRBV23-1,8,12
TRDV1,8,13
TRAV8-4,8,14
IFNG,8,15
TRBV12-4,8,16
TRAV10,8,17
TRAV29DV5,8,18
TRAV13-1,8,19
FOXP3,8,20
TRGV10,8,21
TRAV38-1,8,22
TRAV20,8,23
TRAV12-2,8,24
TRBV3-1,8,25
TRBV5-5,8,26
TRBV20-1,8,27
TRAV3,8,28
TRAV14DV4,8,29
TRBV21-1,8,30
TRAV8-1,8,31
TRAV38-2DV8,8,32
TRAV12-1,8,33
TRAV41,8,34
TRAV23DV6,8,35
TRAV19,8,36
TRAV26-2,8,37
TRBV5-6,8,38
TRBV7-3,8,39
TRAV27,8,40
GZMK,8,41
TRBV12-3,8,42
TRAV30,8,43
TRAV5,8,44
KLRB1,8,45
TRBV5-1,8,46
TRBV19,8,47
TRBV5-4,8,48
CD8B,8,49
TRBV6-1,8,50
TRBV25-1,8,51
TRBV18,8,52
GZMA,8,53
TRDC,8,54
CCL20,8,55
CCL5,8,56
TRBV28,8,57
TRBV29-1,8,58
LMNA,8,59
LINC02446,8,60
CTSW,8,61
TRBV4-2,8,62
S100B,8,63
TNF,8,64
CD8A,8,65
STMN1,8,66
TRBV6-5,8,67
TRBV9,8,68
TSC22D1,8,69
CDKN1C,8,70
ITM2C,8,71
TRDV3,8,72
MTRNR2L12,8,73
PTGDS,8,74
IGHV4-31,8,75
CST7,8,76
ZNF683,8,77
PRF1,8,78
TRBV6-2,8,79
TXNDC5,8,80
IGLV3-19,8,81
TRBV24-1,8,82
CLDN5,8,83
KLRC1,8,84
GNLY,8,85
TRBV6-6,8,86
CLEC4C,8,87
TRBV6-4,8,88
CAVIN2,8,89
FGFBP2,8,90
MZB1,8,91
IRF7,8,92
IGHV4-28,8,93
TRBV15,8,94
TRBV10-3,8,95
CLIC3,8,96
IGKV2-24,8,97
TRBV13,8,98
CKB,8,99
TPM2,8,100
TRBV4-1,8,101
GNG11,8,102
NKG7,8,103
SPON2,8,104
IGHV1-3,8,105
IGHV4-34,8,106
IGLC3,8,107
GP1BA,8,108
TRDV2,8,109
TRBV14,8,110
FTL,8,111
PSAP,8,112
IGKV2-29,8,113
CMTM5,8,114
MPIG6B,8,115
IGHV3-7,8,116
GZMH,8,117
IGLC2,8,118
IGLV1-44,8,119
JCHAIN,8,120
PTCRA,8,121
CLU,8,122
IGLV3-1,8,123
IGKV1-16,8,124
F13A1,8,125
KLRD1,8,126
IGLV7-46,8,127
CD79A,8,128
G0S2,8,129
IL1B,8,130
DERL3,8,131
AC233755.1,8,132
IGHV1-69,8,133
MYL9,8,134
IGHV4-4,8,135
XCL1,8,136
HBB,8,137
TNFRSF17,8,138
CD74,8,139
IGLV2-14,8,140
PF4,8,141
IGLV1-41,8,142
GP9,8,143
TMEM40,8,144
CLEC10A,8,145
GZMB,8,146
S100A8,8,147
IGLV3-10,8,148
SERPINF1,8,149
CCDC50,8,150
IGHA1,8,151
CXCL2,8,152
IGHD,8,153
FCER1A,8,154
LYZ,8,155
S100A9,8,156
LST1,8,157
PPBP,8,158
ITGA2B,8,159
IGLV2-23,8,160
PRSS57,8,161
HMOX1,8,162
IGKC,8,163
IRF8,8,164
HLA-DPB1,8,165
XCL2,8,166
IGHV3-30,8,167
IGLV1-40,8,168
CXCL8,8,169
IGHM,8,170
IGHV5-51,8,171
IGLV1-51,8,172
VMO1,8,173
LILRA4,8,174
IGLV2-11,8,175
HLA-DQB1,8,176
SPARC,8,177
TUBB1,8,178
MAFB,8,179
FCER1G,8,180
MS4A7,8,181
HLA-DPA1,8,182
EREG,8,183
SERPINA1,8,184
APOBEC3A,8,185
S100A12,8,186
LRRC26,8,187
FCN1,8,188
TRBV2,8,189
FCGR3A,8,190
CCL3,8,191
IGHV3-23,8,192
CST3,8,193
IGKV4-1,8,194
TCL1A,8,195
IGHV2-5,8,196
CD9,8,197
HLA-DRB1,8,198
CD1C,8,199
HLA-DRB5,8,200
CCL4,8,201
IGHV4-59,8,202
TREML1,8,203
PLD4,8,204
IGKV3-15,8,205
IGHV3-21,8,206
AC233755.2,8,207
MS4A1,8,208
IGHA2,8,209
IGHV7-4-1,8,210
IGHV3-33,8,211
HLA-DQA2,8,212
IGLV1-47,8,213
HLA-DQA1,8,214
HLA-DRA,8,215
IGHV4-61,8,216
IGHV1-2,8,217
IGLV2-8,8,218
IGHV1-46,8,219
IGLV2-5,8,220
IGHV3-13,8,221
IGLV3-25,8,222
IGHV3-20,8,223
SMIM25,8,224
SCT,8,225
IGHV1-18,8,226
IGHV3-66,8,227
IGHV3-11,8,228
IGKV3-20,8,229
IGKV1-5,8,230
IGKV3-11,8,231
IGLV3-21,8,232
IGHV1-69D,8,233
IGHV3-15,8,234
IGKV2-30,8,235
IGHV4-39,8,236
C1QA,8,237
CXCL3,8,238
IGKV2D-28,8,239
IGKV1D-39,8,240
LYPD2,8,241
IGKV1D-13,8,242
TCL1B,8,243
IGLV4-69,8,244
IGHV3-53,8,245
IGHV3-48,8,246
IGKV1-9,8,247
C1QB,8,248
IGHV3-74,8,249
IGKV1-8,8,250
TRBV28,9,1
TRAV39,9,2
TRAV16,9,3
TRBV30,9,4
TRBV9,9,5
TRAV21,9,6
TRAV12-3,9,7
TRBV20-1,9,8
TRBV24-1,9,9
TRBV6-2,9,10
TRAV9-2,9,11
TRAV8-4,9,12
TRAV27,9,13
TRAV3,9,14
TRAV38-1,9,15
TRAV14DV4,9,16
TRBV25-1,9,17
TRAV30,9,18
TRAV29DV5,9,19
TRAV13-1,9,20
TRAV23DV6,9,21
TRBV21-1,9,22
TRAV12-1,9,23
TRBV6-6,9,24
TRAV5,9,25
TRDV1,9,26
TRAV26-2,9,27
TRAV12-2,9,28
TRAV38-2DV8,9,29
TRBV4-1,9,30
TRAV8-1,9,31
TRBV12-3,9,32
KLRB1,9,33
TRBV13,9,34
TRAV19,9,35
FOXP3,9,36
TRBV14,9,37
TRBV3-1,9,38
TRBV15,9,39
TRBV6-5,9,40
TRBV4-2,9,41
TRAV10,9,42
TRGV10,9,43
TRBV7-2,9,44
TRBV7-3,9,45
TRBV23-1,9,46
TRBV27,9,47
STMN1,9,48
PTGDS,9,49
TRBV10-3,9,50
TRAV41,9,51
TRBV5-1,9,52
S100B,9,53
IGKV2-24,9,54
TRBV29-1,9,55
ITM2C,9,56
CD8A,9,57
CTSW,9,58
TRBV5-6,9,59
CD8B,9,60
TRAV20,9,61
TRBV18,9,62
GZMK,9,63
TRBV2,9,64
TRBV12-4,9,65
TRBV6-4,9,66
TRBV5-5,9,67
LMNA,9,68
LINC02446,9,69
TRDV3,9,70
TRBV6-1,9,71
TNF,9,72
GZMA,9,73
IGHA2,9,74
MTRNR2L12,9,75
TRDC,9,76
CCL5,9,77
CMTM5,9,78
IFNG,9,79
CDKN1C,9,80
TNFRSF17,9,81
CLDN5,9,82
CCL20,9,83
PRF1,9,84
TRBV5-4,9,85
TPM2,9,86
IGHV4-31,9,87
IGKV1D-13,9,88
TRBV7-6,9,89
HBB,9,90
PPBP,9,91
DERL3,9,92
CLU,9,93
IGLV3-10,9,94
MYL9,9,95
TSC22D1,9,96
GNG11,9,97
TXNDC5,9,98
IGHV4-34,9,99
IRF7,9,100
IGHV3-23,9,101
PRSS57,9,102
IGKV1-16,9,103
TREML1,9,104
IGLV1-44,9,105
IGHA1,9,106
F13A1,9,107
IGHV4-4,9,108
SPARC,9,109
TMEM40,9,110
MPIG6B,9,111
PF4,9,112
IGHV1-3,9,113
MZB1,9,114
CD9,9,115
GP1BA,9,116
TUBB1,9,117
IGHV3-11,9,118
IGHV1-69D,9,119
FTL,9,120
CD79A,9,121
TRBV7-9,9,122
CAVIN2,9,123
PSAP,9,124
PTCRA,9,125
KLRC1,9,126
SPON2,9,127
CST7,9,128
NKG7,9,129
IGHV3-15,9,130
IGKC,9,131
CKB,9,132
IGHV3-48,9,133
JCHAIN,9,134
IGLV3-19,9,135
G0S2,9,136
FCER1A,9,137
XCL1,9,138
CLIC3,9,139
ZNF683,9,140
IGLV2-23,9,141
IGHV4-28,9,142
CLEC4C,9,143
IGKV3-15,9,144
IGHM,9,145
LST1,9,146
ITGA2B,9,147
IGKV2-29,9,148
CD74,9,149
IGHV3-7,9,150
CCDC50,9,151
TRBV11-2,9,152
MS4A1,9,153
IGLC3,9,154
KLRD1,9,155
IGLV1-47,9,156
IGLC2,9,157
IGHV1-46,9,158
LYPD2,9,159
AC233755.1,9,160
IRF8,9,161
GP9,9,162
IGKV1-5,9,163
IGKV4-1,9,164
IGKV3-20,9,165
HLA-DPB1,9,166
IGHV3-13,9,167
GNLY,9,168
XCL2,9,169
HMOX1,9,170
TRBV19,9,171
SERPINF1,9,172
IGKV1D-39,9,173
IGLV1-41,9,174
LILRA4,9,175
CLEC10A,9,176
MS4A7,9,177
HLA-DQB1,9,178
HLA-DPA1,9,179
GZMB,9,180
IGHV4-59,9,181
SERPINA1,9,182
GZMH,9,183
IGKV3-11,9,184
IGHV2-5,9,185
SMIM25,9,186
PLD4,9,187
IGLV7-46,9,188
EREG,9,189
CXCL2,9,190
FCER1G,9,191
APOBEC3A,9,192
CST3,9,193
FCGR3A,9,194
IGKV2-30,9,195
IGHV4-39,9,196
HLA-DQA1,9,197
S100A9,9,198
C1QA,9,199
IGHV1-69,9,200
HLA-DRB5,9,201
IGLV3-1,9,202
CD1C,9,203
HLA-DRB1,9,204
IGHD,9,205
IGKV1-9,9,206
FGFBP2,9,207
IGHV3-33,9,208
LYZ,9,209
FCN1,9,210
CXCL8,9,211
IGHV4-61,9,212
LRRC26,9,213
S100A8,9,214
IGHV3-21,9,215
IGLV1-40,9,216
HLA-DRA,9,217
VMO1,9,218
HLA-DQA2,9,219
TCL1A,9,220
IGHV7-4-1,9,221
IGHV3-74,9,222
MAFB,9,223
IGKV2D-28,9,224
IGHV1-18,9,225
IGKV1-8,9,226
IGHV3-30,9,227
TRDV2,9,228
S100A12,9,229
IGHV1-2,9,230
IL1B,9,231
IGLV2-14,9,232
IGHV3-66,9,233
CXCL3,9,234
IGHV5-51,9,235
TCL1B,9,236
C1QB,9,237
IGLV4-69,9,238
IGHV3-53,9,239
IGHV3-20,9,240
IGLV1-51,9,241
CCL4,9,242
AC233755.2,9,243
SCT,9,244
CCL3,9,245
IGLV2-8,9,246
IGLV2-5,9,247
IGLV3-21,9,248
IGLV3-25,9,249
IGLV2-11,9,250
TRBV20-1,10,1
TRAV39,10,2
TRAV16,10,3
TRBV25-1,10,4
TRAV21,10,5
TRAV12-3,10,6
TRAV5,10,7
TRBV6-2,10,8
TRDV1,10,9
TRAV8-4,10,10
TRAV14DV4,10,11
TRAV13-1,10,12
TRAV8-1,10,13
TRAV9-2,10,14
TRGV10,10,15
TRBV30,10,16
TRAV38-1,10,17
FOXP3,10,18
TRAV3,10,19
TRBV28,10,20
TRBV5-5,10,21
TRAV12-1,10,22
TRAV23DV6,10,23
TRAV12-2,10,24
TRAV26-2,10,25
IFNG,10,26
TRAV10,10,27
TRBV6-1,10,28
TRAV29DV5,10,29
GZMK,10,30
TRBV21-1,10,31
KLRB1,10,32
TRBV9,10,33
TRAV27,10,34
TRAV19,10,35
TRBV14,10,36
TRAV38-2DV8,10,37
TRBV7-6,10,38
TRBV27,10,39
GZMA,10,40
TRBV5-1,10,41
TRBV7-2,10,42
TRBV5-6,10,43
TRAV30,10,44
CCL20,10,45
TRBV23-1,10,46
TRBV12-3,10,47
LMNA,10,48
TRBV12-4,10,49
TRBV18,10,50
HBB,10,51
CD8A,10,52
CCL5,10,53
TRAV20,10,54
LINC02446,10,55
ITM2C,10,56
TRBV3-1,10,57
TRBV7-9,10,58
CD8B,10,59
CTSW,10,60
TRAV41,10,61
TNF,10,62
PRF1,10,63
IGKV2-24,10,64
STMN1,10,65
TRBV29-1,10,66
TRDV3,10,67
CST7,10,68
S100B,10,69
IGHV4-34,10,70
TRBV6-4,10,71
TRBV6-6,10,72
IGLV3-10,10,73
TRBV7-3,10,74
IGKV2-29,10,75
TMEM40,10,76
MTRNR2L12,10,77
CDKN1C,10,78
TSC22D1,10,79
GNG11,10,80
PTGDS,10,81
TRBV13,10,82
NKG7,10,83
IGLV3-19,10,84
TRBV6-5,10,85
AC233755.1,10,86
IGLV2-23,10,87
TRBV4-1,10,88
TPM2,10,89
IRF7,10,90
TRBV24-1,10,91
JCHAIN,10,92
TXNDC5,10,93
DERL3,10,94
SPON2,10,95
TRBV19,10,96
TRBV2,10,97
IGHV4-31,10,98
TRBV15,10,99
MZB1,10,100
CLDN5,10,101
CMTM5,10,102
CLU,10,103
MYL9,10,104
FTL,10,105
PSAP,10,106
IGHV7-4-1,10,107
TRBV5-4,10,108
ZNF683,10,109
GNLY,10,110
IGHV2-5,10,111
CAVIN2,10,112
CLEC4C,10,113
IGLV1-41,10,114
PTCRA,10,115
TRBV4-2,10,116
ITGA2B,10,117
TRBV10-3,10,118
PF4,10,119
IGLC3,10,120
KLRD1,10,121
IGLV1-47,10,122
TNFRSF17,10,123
MPIG6B,10,124
IGHV4-4,10,125
IGHV3-7,10,126
GP1BA,10,127
CD74,10,128
F13A1,10,129
G0S2,10,130
CD79A,10,131
TRBV11-2,10,132
IGKC,10,133
PPBP,10,134
IGHV1-3,10,135
CLIC3,10,136
HLA-DPB1,10,137
HLA-DQB1,10,138
CCDC50,10,139
IGHV1-69D,10,140
SERPINF1,10,141
IGKV1D-13,10,142
LST1,10,143
CKB,10,144
KLRC1,10,145
FCER1A,10,146
IGHV1-2,10,147
IGHA1,10,148
IGHV3-30,10,149
IGLV1-44,10,150
IGHV1-18,10,151
IGHM,10,152
SPARC,10,153
IGLC2,10,154
HLA-DPA1,10,155
IGKV1-9,10,156
FGFBP2,10,157
TUBB1,10,158
IGHV4-28,10,159
GP9,10,160
TREML1,10,161
IGHA2,10,162
SERPINA1,10,163
GZMH,10,164
IRF8,10,165
IGHV3-21,10,166
HLA-DRB1,10,167
MS4A1,10,168
TRDC,10,169
XCL1,10,170
APOBEC3A,10,171
CLEC10A,10,172
IGHV1-69,10,173
LYZ,10,174
HMOX1,10,175
LILRA4,10,176
IGKV1-16,10,177
CD9,10,178
IGKV3-15,10,179
IGHV3-15,10,180
HLA-DQA1,10,181
IGHV3-23,10,182
HLA-DRB5,10,183
IL1B,10,184
IGKV4-1,10,185
MAFB,10,186
S100A9,10,187
S100A8,10,188
FCN1,10,189
IGKV3-11,10,190
CCL4,10,191
HLA-DQA2,10,192
MS4A7,10,193
GZMB,10,194
HLA-DRA,10,195
IGHD,10,196
IGLV3-1,10,197
CXCL8,10,198
CD1C,10,199
IGLV1-40,10,200
IGLV1-51,10,201
IGLV7-46,10,202
EREG,10,203
IGLV2-14,10,204
IGHV3-33,10,205
LYPD2,10,206
FCGR3A,10,207
FCER1G,10,208
PRSS57,10,209
IGHV1-46,10,210
PLD4,10,211
CST3,10,212
IGKV1-8,10,213
IGKV1-5,10,214
IGKV3-20,10,215
IGHV3-11,10,216
TCL1A,10,217
S100A12,10,218
XCL2,10,219
C1QA,10,220
CCL3,10,221
SMIM25,10,222
IGHV3-48,10,223
CXCL2,10,224
IGHV4-61,10,225
IGHV5-51,10,226
IGKV2D-28,10,227
IGHV3-66,10,228
IGKV1D-39,10,229
IGKV2-30,10,230
VMO1,10,231
IGHV3-13,10,232
IGHV4-59,10,233
LRRC26,10,234
SCT,10,235
TCL1B,10,236
TRDV2,10,237
AC233755.2,10,238
CXCL3,10,239
IGLV2-5,10,240
IGHV3-74,10,241
IGHV4-39,10,242
IGLV4-69,10,243
IGLV3-21,10,244
IGHV3-20,10,245
C1QB,10,246
IGLV2-11,10,247
IGHV3-53,10,248
IGLV3-25,10,249
IGLV2-8,10,250
IGLV3-25,11,1
LRRC26,11,2
C1QB,11,3
CLEC10A,11,4
IGHV3-20,11,5
SERPINF1,11,6
SCT,11,7
FCER1A,11,8
PLD4,11,9
LILRA4,11,10
IGHV3-13,11,11
IGHV4-39,11,12
CD1C,11,13
IGKV1D-13,11,14
IGHV3-33,11,15
HLA-DQA1,11,16
VMO1,11,17
CLEC4C,11,18
IGKV2D-28,11,19
IGLV4-69,11,20
TCL1A,11,21
HLA-DQA2,11,22
IGKV1-5,11,23
HLA-DRA,11,24
IGKV2-30,11,25
IGKV1D-39,11,26
CXCL3,11,27
CST3,11,28
AC233755.2,11,29
GZMB,11,30
HLA-DQB1,11,31
HLA-DPA1,11,32
IGLV2-11,11,33
HLA-DRB5,11,34
IGHV4-61,11,35
HLA-DPB1,11,36
HLA-DRB1,11,37
DERL3,11,38
JCHAIN,11,39
PRSS57,11,40
EREG,11,41
IGHV4-59,11,42
MS4A1,11,43
TNFRSF17,11,44
PTCRA,11,45
CCDC50,11,46
IGLV2-5,11,47
IRF8,11,48
PTGDS,11,49
LYZ,11,50
IGLV2-14,11,51
IGLC2,11,52
ITM2C,11,53
CD74,11,54
FGFBP2,11,55
TCL1B,11,56
IGHV3-23,11,57
IGHV1-18,11,58
IGKC,11,59
IGLV1-40,11,60
IGKV2-29,11,61
IGKV3-20,11,62
CXCL2,11,63
IGHV3-48,11,64
TPM2,11,65
XCL2,11,66
IGHV3-21,11,67
FCN1,11,68
FCER1G,11,69
IL1B,11,70
MZB1,11,71
CLIC3,11,72
IGKV1-16,11,73
IGHV4-28,11,74
IGHV3-7,11,75
IGLV3-10,11,76
IGKV3-15,11,77
CD9,11,78
IRF7,11,79
C1QA,11,80
CD79A,11,81
IGHV3-53,11,82
TXNDC5,11,83
TSC22D1,11,84
IGKV3-11,11,85
IGLV3-1,11,86
MPIG6B,11,87
IGHV4-31,11,88
AC233755.1,11,89
CXCL8,11,90
IGHM,11,91
FCGR3A,11,92
IGHV3-30,11,93
XCL1,11,94
IGHV3-11,11,95
IGHV1-46,11,96
IGKV4-1,11,97
SMIM25,11,98
IGHV1-69,11,99
GP9,11,100
CST7,11,101
KLRC1,11,102
GNLY,11,103
IGLV3-21,11,104
F13A1,11,105
IGHA1,11,106
IGHD,11,107
IGHV1-3,11,108
SPON2,11,109
IGHV1-69D,11,110
IGLV1-41,11,111
S100A12,11,112
G0S2,11,113
